user,id,text,created_at
@naa_two,895141449305432064,@rahulkasare1 @rahulkasare1 So th answer to reservation for the economically weak is reservation for a caste… https://t.co/73PVNodxK6,2017-08-09 04:35:27+00:00
@naa_two,895110322234703873,"Reservations were meant to empower the disempowered. Here, ppl on RE Bullets, with decent clothes and smartphones! 👏🙌 #GrowUp #MarathaMorcha",2017-08-09 02:31:45+00:00
@naa_two,888064474955079680,@BOX8_in Why'd you close down the credit/debit card optn for online payments!? Don't wanna use those shitty online payment apps. Pathetic. 😑,2017-07-20 15:54:04+00:00
@naa_two,883340467936612354,@ThaneCityPolice Thank you. Hope the action is taken promptly. ✌️ @ThaneCityPolice @Dev_Fadnavis,2017-07-07 15:02:33+00:00
@naa_two,883320939794108416,"@Dev_Fadnavis @ThaneCityPolice If there's an iota of sincerity in you guys, check the CCTV footage and impose a fine on the concerned person",2017-07-07 13:44:58+00:00
@naa_two,883318973714006016,"@ThaneCityPolice @Dev_Fadnavis End to laal batti culture is mere talk, end this #VVIPRacism and walk the talk. Disappointed, helpless. (4/4)",2017-07-07 13:37:09+00:00
@naa_two,883318616749461504,"@ThaneCityPolice @Dev_Fadnavis When such blatant violations occur, how do you expect the citizens to follow the rules? (3/n)",2017-07-07 13:35:44+00:00
@naa_two,883318616749461504,"@ThaneCityPolice @Dev_Fadnavis When such blatant violations occur, how do you expect the citizens to follow the rules? (3/n)",2017-07-07 13:35:44+00:00
@naa_two,883318313077661696,"@ThaneCityPolice @Dev_Fadnavis The traffic police turned a blind eye, there was a police seated on the front seat of that car too. (2/n)",2017-07-07 13:34:31+00:00
@naa_two,883318107263160320,@ThaneCityPolice @Dev_Fadnavis TMC Mayor's car just jumped the signal at Teen Hath Naka at 19:02 local time. (1/n),2017-07-07 13:33:42+00:00
@naa_two,870872827682996224,"RT @Yashnimse: @Hungama_com @RaabtaOfficial @itsSSR @kritisanon https://t.co/5YL6toni1z

❤❤❤

#HUNGAMAxRAABTA",2017-06-03 05:20:36+00:00
@naa_two,870818196399456256,RT @LambaBhavesh: @Hungama_com @RaabtaOfficial @itsSSR @kritisanon The album of the year ❤ https://t.co/TqH4w3285U :  Download d app from d…,2017-06-03 01:43:31+00:00
@naa_two,853834324583604224,"Do ensure that your men don't violate the rules, before catching us for the same. At Eastern Express Hwy (nr Ghatko… https://t.co/2o5LGOJdML",2017-04-17 04:55:41+00:00
@naa_two,850284677239894016,@Ashok_Gajapathi This would only encourage the goons of Sena. This is not why we voted you. This is not our Government. @narendramodi (2/2),2017-04-07 09:50:39+00:00
@naa_two,850284226331201536,@Ashok_Gajapathi Thoroughly saddened to see the ban on Sena MP Ravindra Gaikwad revoked by AI on the directives of your ministry. (1/n),2017-04-07 09:48:51+00:00
@naa_two,847090870423900161,@LambaBhavesh 😘,2017-03-29 14:19:36+00:00
@naa_two,847090828719874048,"RT @LambaBhavesh: Thanku @Naa_Two for dis pic 😘 
#BlazerDay #OneLastTime https://t.co/mN4OoNqozK",2017-03-29 14:19:26+00:00
@naa_two,805865221646589952,RT @GhaisasRohit: 16 committed suicide when she was in jail for corruption charges. #Chennai how many next?? #NumberGames #Amma  #Ripamma #…,2016-12-05 20:03:35+00:00
@naa_two,805759905005182977,"And that piece goes like this:

”As Jaya lay in state, and a stream of cadres and visitors trooped down around the body...""

#jayalalithaa",2016-12-05 13:05:06+00:00
@naa_two,805759268515356672,"Wow. People jumping the gun on #jayalalithaa but this article takes it to another level! 

https://t.co/4iQl5JTCf7 https://t.co/iGyIPL5Smo",2016-12-05 13:02:34+00:00
@naa_two,805758197558546432,RT @coolfunnytshirt: Senselessational Media!,2016-12-05 12:58:19+00:00
@naa_two,805756637608808448,Live commentary on #Jayalalithaa since last night. Isn't there anything else happening in this country!? What has the media come to! -_-,2016-12-05 12:52:07+00:00
@naa_two,784635425310859265,Such utter disregard for consumers. Call centres are of no help. And local office can't be contacted. Good governan… https://t.co/V56Xp1ikRg,2016-10-08 06:03:57+00:00
@naa_two,778837815002030081,@reliancejio My JioFi doesn't work. Can't log in to my acc. Helplines never respond. Stop running this scam under the guise of a tcom ntwk.,2016-09-22 06:06:19+00:00
@naa_two,750901638047539200,"@sureshpprabhu @RailMinIndia Get the services running asap. In the otherwise deplorable transport infra of Mumbai, u're our only hope. (4/4)",2016-07-07 03:57:56+00:00
@naa_two,750901307473551360,@sureshpprabhu @RailMinIndia Some mail train has been stranded between CST and Byculla for the past 40+ mins. I guess thats the issue! (3/n),2016-07-07 03:56:37+00:00
@naa_two,750900901712453632,"@sureshpprabhu @RailMinIndia While technical faults are unavoidable, shouldn't the railways be more reliable!? (2/n)",2016-07-07 03:55:00+00:00
@naa_two,750900901712453632,"@sureshpprabhu @RailMinIndia While technical faults are unavoidable, shouldn't the railways be more reliable!? (2/n)",2016-07-07 03:55:00+00:00
@naa_two,750900612020203520,@sureshpprabhu @RailMinIndia Cancellation of an up Thane local. No slow locals from Kalyan end. Stranded at Thane station for 30mins. (1/n),2016-07-07 03:53:51+00:00
@naa_two,749609415276306432,@dominos_india Stop fooling your customers by doling out invalid codes. Utter unprofessional practice. Thoroughly unimpressed. :/,2016-07-03 14:23:06+00:00
@naa_two,720247777226133506,In the immigration queue at #CSIA for over 45mins and half the counters aren't manned. Sad state of affairs. :| @HMOIndia,2016-04-13 13:50:26+00:00
@naa_two,705012409111478272,"""India is Indira. Indira is India.""

Dementia of epic proportions here.

https://t.co/emWJHYvyNe",2016-03-02 12:50:31+00:00
@naa_two,684923948899815424,"RT @BokaPandit: A muslim boy broke some traffic rule &amp; was fined But what happened next is Incredible!
Sir @aamir_khan Intolerance?😂 https:…",2016-01-07 02:26:09+00:00
@naa_two,684923424452444160,RT @tavleen_singh: Teaching children to kill before they can talk is evil. ISIS uses them as executioners. How many fatwas saying this is n…,2016-01-07 02:24:04+00:00
@naa_two,684922536329519104,"RT @mumbaiheritage: The 1st Marathi fortnightly newspaper 'Durpan' (a bilingual) ws started by Balshastri Jambhekar on this day,in 1832. ht…",2016-01-07 02:20:32+00:00
@naa_two,684919757955448833,"RT @mainbhiengineer: Thank God Manipur isn't in India, else it would've been tough for media to cover both Pathankot terror op &amp; earthquake…",2016-01-07 02:09:30+00:00
@naa_two,684736586127249408,RT @indiantweeter: Twitter icon after character limit change to 10K. https://t.co/TT61xYR3sR,2016-01-06 14:01:38+00:00
@naa_two,684716367363215361,"@rahulkanwal The reason to sack him as the face of the campaign is nt the point, the sacking is. Many more deserving faces to promote India.",2016-01-06 12:41:18+00:00
@naa_two,684714638957621248,"Killing the very essence of a ""tweet"". Too bad.

https://t.co/WV204CjnMe",2016-01-06 12:34:25+00:00
@naa_two,662257945674194945,"RT @TodaysChanakya: #TCExitPoll #BiharElections @AmitShah @narendramodi @BJP4India 
Seat Projection
BJP+: 155  ± 11 Seats
JDU+: 83 ± 9 Seat…",2015-11-05 13:19:33+00:00
@naa_two,662256996859650049,"RT @c_aashish: Phew! Bihar polls over. Tolerance levels in India multiply manifold. Until Feb-Mar 2016, when TN, WB, Assam, &amp; Kerala polls …",2015-11-05 13:15:46+00:00
@naa_two,660447903102562304,RT @TheUnRealTimes: Liberal programmer returns 0 at the end of void main() function in protest against PM Modi https://t.co/rWp2MswyuT #rep…,2015-10-31 13:27:05+00:00
@naa_two,660050047929704449,RT @dna: How #ISRO will provide India with its own Global Positioning System by March 2016 https://t.co/FFRfmPpfo0 https://t.co/I8011UywK7,2015-10-30 11:06:09+00:00
@naa_two,659941310602723328,RT @coolfunnytshirt: Sequel of Prem Ratan Dhan Payo to be based on protest against rising intolerance in Modi's India. It will be called Pr…,2015-10-30 03:54:04+00:00
@naa_two,659941244882149376,RT @coolfunnytshirt: Yashraj should now make a sequel of DDLJ to protest against rising intolerance in Modi's India - Dilwale Dulhaniya Wap…,2015-10-30 03:53:48+00:00
@naa_two,659940473646088192,"RT @KyaUkhaadLega: ""Indrani Keeps Karwa Chauth Fast For,
To Whomsoever It May Concern...!!!..."" is now trending on whatsapp along with Gm a…",2015-10-30 03:50:44+00:00
@naa_two,659623446117138432,"RT @Nitin_Rivaldo: Emergency se darr nahin lagta saab, Democracy se lagta hai!! https://t.co/gne38jYCMh",2015-10-29 06:50:59+00:00
@naa_two,659623446117138432,"RT @Nitin_Rivaldo: Emergency se darr nahin lagta saab, Democracy se lagta hai!! https://t.co/gne38jYCMh",2015-10-29 06:50:59+00:00
@naa_two,658833003431374849,RT @NitiCentral: #CongressRevolt - Why Jyodiraditya Scindia can chart independent path https://t.co/xDggoxuD1d https://t.co/klpMQV3p0i,2015-10-27 02:30:03+00:00
@naa_two,658268292956557312,Shikhar Dhawan wicket fekne ki puri koshish karte hue. #IndvSA,2015-10-25 13:06:05+00:00
@naa_two,658267262801960960,"Pehle Mohit, fir Rohit, fir Anushka..

Sharmas form mein hain aaj ke din!

#IndvSA",2015-10-25 13:02:00+00:00
@naa_two,658266745044492291,Abhi follow on lagega. Bc. 😂 #IndvSA,2015-10-25 12:59:56+00:00
@naa_two,658264525565636609,"RT @KyaUkhaadLega: Pic 1 : International Fast Bowlers
Pic2 : Indian Fast Bowlers https://t.co/QJQat0b9Rk",2015-10-25 12:51:07+00:00
@naa_two,658263730308825088,Talent to hai bande mein! #RohitSharma #IndvSA,2015-10-25 12:47:57+00:00
@naa_two,658262162981281792,RT @shaktinarang1: Chasing se pehle talent ki high dose lete hue Rohit Sharma https://t.co/7uVdx6fAaj,2015-10-25 12:41:44+00:00
@naa_two,658260258968567808,"RT @dhaikilokatweet: Kapil- चलो फास्ट बाॅलिंग करके दिखाओ

Binny- *Bowls at a speed of 80 kms/hr*

Kapil- पेस कहां है ??

Binny- वो तो टेनिस…",2015-10-25 12:34:10+00:00
@naa_two,658260059139366913,"And that was vs Canada back in 2011. (Gulp)^2

RT @Trendulkar: Stat: Only once has a team scored 300+ total at Wankhede. Gulp.",2015-10-25 12:33:22+00:00
@naa_two,658259607446392832,RT @IdeaofEmergency: Translation:Hate that Bhaktas are revealing Gulzar's trysts with Indira Gandhi even though Gulzar has forgotten them h…,2015-10-25 12:31:34+00:00
@naa_two,658259604384559104,"RT @FaaduTweets: Kapil Dev: Mast! Ek bhi run nahi aaya peechle 10 minton mein.
Harsha Bhogle: Sir, drinks break hai.",2015-10-25 12:31:34+00:00
@naa_two,658258895568171008,"RT @Being_Humor: Team India should watch trailer of Hate Story 3 during drinks break. 
Yuva Josh jagade.",2015-10-25 12:28:45+00:00
@naa_two,658257529214910464,Now counting on Rohit Sharma to score a 300! 🙈 #IndvSA,2015-10-25 12:23:19+00:00
@naa_two,658257475259338752,"And you'd miss the likes of Yuvi too, here. This present line up just doesn't inspire confidence in you to keep up the optimism. #IndvSA",2015-10-25 12:23:06+00:00
@naa_two,658257134539243521,"When your 'lead pacers' get hit for 190 runs off 17 overs, you know something is terribly wrong. Sorely missing Zak here. #IndvSA",2015-10-25 12:21:45+00:00
@naa_two,658256536590880768,"438. Chutzpah. 🙈
#IndvSA",2015-10-25 12:19:22+00:00
@naa_two,658158333925298176,That RT thread. Fucking epic. 😂 @BeninCitizen,2015-10-25 05:49:09+00:00
@naa_two,658157542955085824,"RT @BeninCitizen: HELP ME I CAN'T STOP!
Narcissism: You look good in the clothes your mum washed.",2015-10-25 05:46:00+00:00
@naa_two,658157525502554113,"RT @BeninCitizen: LAST ONE FOR REAL:
Hotepism: Black women are queens.  The white man is a devil. The black race must open their eyes.
Mum …",2015-10-25 05:45:56+00:00
@naa_two,658157525502554113,"RT @BeninCitizen: LAST ONE FOR REAL:
Hotepism: Black women are queens.  The white man is a devil. The black race must open their eyes.
Mum …",2015-10-25 05:45:56+00:00
@naa_two,658157480464154628,"RT @BeninCitizen: Homophobia: you think it's unnatural that your mum doesn't do the washing. Against gods will, even",2015-10-25 05:45:45+00:00
@naa_two,658157468149682176,RT @BeninCitizen: Callout culture: your mum's washing is problematic so you unfollow/block/subtweet/dose her mentions in acid.,2015-10-25 05:45:43+00:00
@naa_two,658157451066212352,RT @BeninCitizen: Hip hop: everyday im hustling/ every day I'm hustling/ when I bring the basket/mama put the washing in.,2015-10-25 05:45:38+00:00
@naa_two,658157444451819520,RT @BeninCitizen: Egalitarianism: that one time you did the washing is proof its all equal and no one needs feminism any more,2015-10-25 05:45:37+00:00
@naa_two,658157432821018625,RT @BeninCitizen: Misandry: that one time your mum refused to do the washing has convinced you she hates you,2015-10-25 05:45:34+00:00
@naa_two,658157421559312384,RT @BeninCitizen: Rape culture: it's mum's fault she does the washing/she asked to do the washing/she doesn't do the washing as much as she…,2015-10-25 05:45:31+00:00
@naa_two,658157398461321216,"RT @BeninCitizen: Cat-calling: your mum does the washing. 
You wolf whistle at her. You are oblivious as to how fucking creepy this is.",2015-10-25 05:45:26+00:00
@naa_two,658157368543281152,"RT @BeninCitizen: Mansplaining- your mum does the washing. You tell her how best to do the washing.
You have never done the washing.",2015-10-25 05:45:19+00:00
@naa_two,658157333860581376,"RT @BeninCitizen: Mis-genderism: ""cheers dude"" you say, as your mum does the washing. She tells you she's not a dude. ""Whatever dude"", you …",2015-10-25 05:45:11+00:00
@naa_two,658157320325566468,"RT @BeninCitizen: Ableism: your mum is doing the washing. She has dementia. You call her a ""retard.""",2015-10-25 05:45:07+00:00
@naa_two,658157307281338368,RT @BeninCitizen: Sexism: of course your mum does the washing. Duh.,2015-10-25 05:45:04+00:00
@naa_two,658157295608594432,"RT @BeninCitizen: Mis-genderism: ""cheers dude"" you say, as your mum does the washing. She tells you she's not a dude. ""Whatever dude"", you …",2015-10-25 05:45:01+00:00
@naa_two,658157269679386624,RT @BeninCitizen: Americanism: your mum does the washing. It's in the constitution. END OF DISCUSSION.,2015-10-25 05:44:55+00:00
@naa_two,658157252726030336,"RT @BeninCitizen: Corporationism: your mum considers not doing the washing. u pay your mate £35 to lobby on ur behalf. No dice. u sue for ""…",2015-10-25 05:44:51+00:00
@naa_two,658157213781897216,"RT @BeninCitizen: Neo capitalism: your mum does the washing.
You pay her a dollar.
You get her to do your mates washing.
Your mate pays you…",2015-10-25 05:44:42+00:00
@naa_two,658157183742308352,RT @BeninCitizen: Geekism: your mum does the washing and the cosplay outfit. You build a robot that plays chess and cricket. You sell robot…,2015-10-25 05:44:35+00:00
@naa_two,658157156194086912,"RT @BeninCitizen: Colonialism: you barge into mum's room. Claim you ""discovered"" it. Dump your dirty clothes on the floor",2015-10-25 05:44:28+00:00
@naa_two,658157129396699136,"RT @BeninCitizen: Cultural appropriationism: While your mum does the washing, You steal her dirty clothes mimic her in public. Public gives…",2015-10-25 05:44:22+00:00
@naa_two,658157103874338816,RT @BeninCitizen: Racism: your mum does the washing. She blames black people,2015-10-25 05:44:16+00:00
@naa_two,658157103874338816,RT @BeninCitizen: Racism: your mum does the washing. She blames black people,2015-10-25 05:44:16+00:00
@naa_two,658157085964693505,RT @BeninCitizen: Islamophobia: your mum does the washing. She left out a sock. You brand her a hygiene terrorist.,2015-10-25 05:44:11+00:00
@naa_two,658157060924665858,"RT @BeninCitizen: Anti feminism: your mum has left you. A year later, You wrote ""fucking whore"" with the dirty clothes on the floor",2015-10-25 05:44:05+00:00
@naa_two,658157036807450628,RT @BeninCitizen: White feminism: your mum hired a woman of color to do the washing,2015-10-25 05:44:00+00:00
@naa_two,658157020898439168,RT @BeninCitizen: Gamergateism: your mum mentioned in her blog she did the washing. You doxed her,2015-10-25 05:43:56+00:00
@naa_two,658157003668230144,RT @BeninCitizen: Matriarchy: your mum does the washing. You do the washing.  you are really happy pilling your weight in the house,2015-10-25 05:43:52+00:00
@naa_two,658156962786336768,RT @BeninCitizen: Religion: your mum does the washing. You thank god.,2015-10-25 05:43:42+00:00
@naa_two,658156952309010432,RT @BeninCitizen: Libertarianism: your mum does the washing. You believe you did it.,2015-10-25 05:43:40+00:00
@naa_two,658156933895991296,"RT @BeninCitizen: Liberalism: you watch your mum do the washing and feel really really bad.
""Something.must be done"" u say.
Something may o…",2015-10-25 05:43:35+00:00
@naa_two,658156919094284288,RT @BeninCitizen: Feudalism: your mum does the washing and pays you tax.,2015-10-25 05:43:32+00:00
@naa_two,658156908273012736,RT @BeninCitizen: Nazism: your mum does the washing. You gas the laundry room.,2015-10-25 05:43:29+00:00
@naa_two,658156883648249857,RT @BeninCitizen: Fascism: your mum does the washing whilst fearing for her life.,2015-10-25 05:43:23+00:00
@naa_two,658156224945352704,RT @BeninCitizen: Hollywoodism: you are Colin Farrell. Your mum is Angelina Jolie. There is sexual tension. An unnamed black maid does the …,2015-10-25 05:40:46+00:00
@naa_two,658156213717196800,RT @BeninCitizen: Feminism: your mum insists you grow up and do your own washing.,2015-10-25 05:40:43+00:00
@naa_two,658156202912673793,RT @BeninCitizen: Men's rights activism: your mum does the washing.You call her a whore.,2015-10-25 05:40:41+00:00
@naa_two,658156180829671424,RT @BeninCitizen: Patriarchy: your mum doesn't exist. The washing is mysteriously done,2015-10-25 05:40:36+00:00
@naa_two,658156162127233026,RT @BeninCitizen: misogyny: you hate your mum whether or not she does the washing.,2015-10-25 05:40:31+00:00
@naa_two,658156146570608640,"RT @BeninCitizen: Atheism: your mum does the washing. You make a YouTube video demanding peer reviewed evidence she did, in fact, do the wa…",2015-10-25 05:40:27+00:00
@naa_two,658156135589920768,RT @BeninCitizen: Socialism: your mum does the washing. You do the cooking. Everyone is theoretically happy.,2015-10-25 05:40:25+00:00
@naa_two,658156114228330496,RT @BeninCitizen: Communism: your mum does the washing. You do the washing. Every night you salute a photo of your dad.,2015-10-25 05:40:20+00:00
@naa_two,658156114228330496,RT @BeninCitizen: Communism: your mum does the washing. You do the washing. Every night you salute a photo of your dad.,2015-10-25 05:40:20+00:00
@naa_two,658156101414682624,"RT @BeninCitizen: Capitalism: your mum washes your clothes.
You pay her a dollar.
She complains.
You call the police and claim she's riotin…",2015-10-25 05:40:17+00:00
@naa_two,658155722102861824,"RT @Sunday_Standard: Read @sgurumurthy's column: Narendra Modi and the National Discourse
https://t.co/jsxRv6hEQd https://t.co/LGhn3Y1ppa",2015-10-25 05:38:46+00:00
@naa_two,657388627870134272,RT @peta: No one should die for leather seats. SIGN to tell @Uber to stop requiring them in #UberBLACK https://t.co/xPS47kc3lU https://t.co…,2015-10-23 02:50:37+00:00
@naa_two,657385418120409088,"RT @EngineeRoholic: Girl : I love you.
Sehwag : I love you four.",2015-10-23 02:37:51+00:00
@naa_two,657385374029860864,RT @Bhai_saheb: Process of indian cricket team Captaincy Transfer.. #IndvsSA https://t.co/beDnkxx8is,2015-10-23 02:37:41+00:00
@naa_two,657384718707634176,"RT @MohitParmarr: Nano Mein Sapna, Sapne Mein Sajna.
.
.
.
.
.
.
.
.
Aur Sapna Ne Nano Thok Di",2015-10-23 02:35:05+00:00
@naa_two,657384694049329152,"RT @EngineeRoholic: Bae: Come over
Anoop Soni: Can't, Shooting for crime patrol
Bae: I m alone
Anoop Soni: Savdhaan aur Satark rahein, khay…",2015-10-23 02:34:59+00:00
@naa_two,657058267739398144,RT @rahulroushan: NDTV sources are NDTV journalists after 3 pegs https://t.co/zae4fhstq6,2015-10-22 04:57:53+00:00
@naa_two,657054778006990848,"RT @ROFLaaLa: Alcohol is highly flammable.
Today drink few pegs and smoke a cigarette to burn the Raavan inside you 
#HappyDussehra",2015-10-22 04:44:01+00:00
@naa_two,657046460593147905,RT @Trendulkar: Ravan sacrificed his life so we all could get a holiday today. Respect.,2015-10-22 04:10:58+00:00
@naa_two,650636410408431616,RT @BhogleAnita: Whoa!  Spitting out in English is a smaller crime apparently. http://t.co/51LlU82nRV,2015-10-04 11:39:43+00:00
@naa_two,650631163795521536,"RT @Being_Humor: And also ""troll Presstitutes"".  https://t.co/y4jZrvLKmi",2015-10-04 11:18:52+00:00
@naa_two,650627343808000000,RT @ScoopWhoop: This hilarious @MTVIndia video shows how #AnuMalik creates his ‘original’ #songs: http://t.co/IErDfHdnnZ http://t.co/85MR4O…,2015-10-04 11:03:41+00:00
@naa_two,650622700084310016,RT @BabbarIsBack: BC Rajdeep Colaba me rehta he ya Gokuldham Society me? 😂😂😂 https://t.co/H4nvPDsgHa,2015-10-04 10:45:14+00:00
@naa_two,650622669956648961,RT @Madan_Chikna: Itne toh chawls mein rehte hai 😂 http://t.co/MiJiSWWbA7,2015-10-04 10:45:07+00:00
@naa_two,649516144311664640,"RT @htTweets: #BlackMoney drive brings Rs 3,770 crore to government’s kitty http://t.co/d7pxL5R31M http://t.co/z08EeGGduq",2015-10-01 09:28:10+00:00
@naa_two,649515657931829248,RT @Madan_Chikna: Kanpur Graffiti is made out of Gutka.,2015-10-01 09:26:14+00:00
@naa_two,649515657931829248,RT @Madan_Chikna: Kanpur Graffiti is made out of Gutka.,2015-10-01 09:26:14+00:00
@naa_two,649513019068649472,"RT @akshaykanitkar: Black coloured polythene was invented so that Indians can carry non veg, alcohol and sanitary pads in it",2015-10-01 09:15:45+00:00
@naa_two,639641878233657344,RT @the_hindu: Aurangzeb Road is now Abdul Kalam Road http://t.co/WqCZTTUDy8 http://t.co/5qBsTZpdZE,2015-09-04 03:31:22+00:00
@naa_two,639639550155882496,"RT @TimesNow: The ' invincible phone' , Nokia 3310, celebrates 15 years since its launch http://t.co/tpMvY1YYk7",2015-09-04 03:22:07+00:00
@naa_two,637229800009039872,RT @ArvindKejriwal: Congrats. NDMC jst now decided to rename Aurangzeb Road to APJ Abdul Kalam Road,2015-08-28 11:46:38+00:00
@naa_two,637088112192000000,RT @firstpost: Sartaj Aziz’s nuke threat to India a leaf from non-state actors’ abuse manual http://t.co/J9yBN2ofPP http://t.co/sxyRUiV1Oh,2015-08-28 02:23:37+00:00
@naa_two,636762415397404672,"RT @YRDeshmukh: Replugging without comments :)) ""@VishalDadlani: Rumourmongers, pl. note: Neither AK nor AAP is supporting any party or can…",2015-08-27 04:49:24+00:00
