,user_id,user,tweet_id,text,location,date,clean_text,polarity,subjectivity,sentiment,neg,neu,pos,compound,topic_id,topic
20,740923769162768385,Chrie62,1445905037369217029,@Monty7251 @Craig41520307 @SoverneignUSA @FoxNews Open borders... if covid is the real concern not control why have… https://t.co/8yNQkm1pW3,,2021-10-07 00:13:19+00:00,open borders if covid is the real concern not control why have,0.1,0.4,neutral,0.0,1.0,0.0,0.0,4,4
21,4025531193,BorisDirnbach,1445902099896696832,"@6Shot38Special @SusanZeier @CathyJoeGPT @therecount @GovMikeDeWine Actually, the virus is coming from… https://t.co/Nw2vCeqItK",,2021-10-07 00:01:38+00:00,actually the virus is coming from,0.0,0.1,neutral,0.0,1.0,0.0,0.0,8,8
22,1431396792713850887,leforge_e,1445898084471361543,@ed_tallant_3x @Reality_Wiener @lmagri13 @BradsKiwiWife @FoxNews When looking at cases between June 20 and July 17… https://t.co/mu0sok7ngN,,2021-10-06 23:45:41+00:00,tallant 3x wiener when looking at cases between june 20 and july 17,0.0,0.0,neutral,0.0,1.0,0.0,0.0,3,3
23,1436775398331674624,MichelleFromCA,1445896604934828042,@FoxNews Because they believe they can keep Covid at bay with bullets.,,2021-10-06 23:39:48+00:00,because they believe they can keep covid at bay with bullets,0.0,0.0,neutral,0.0,1.0,0.0,0.0,3,3
24,1422940597611028482,wethenorth47,1445895706514964485,RT @wethenorth47: @AmandaRaganDD @POTUS @WhiteHouse @WHCOVIDResponse @FoxNews @kylenabecker @NBCNews @atensnut @RSBNetwork @RealCandaceO #V…,,2021-10-06 23:36:14+00:00,v,0.0,0.0,neutral,0.0,0.0,0.0,0.0,0,0
25,1268269289318035457,Punished_Viper,1445887890383200260,@Brent_0312 @MatthewMolosso @moneyhungery4 @dundonrl @Captain_ObVeus @FoxNews ...companies had the foresight to see… https://t.co/rCmk3sugDh,,2021-10-06 23:05:11+00:00,0312 obveus companies had the foresight to see,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,0
26,42730368,david_barth,1445887413377634308,"@newsmax @OANN @foxnews
Provided by Crusader: Merck's new 'not Ivermectin' Covid-19 treatment, molnupiravir, costs… https://t.co/ZvsYNHze3J",,2021-10-06 23:03:17+00:00,provided by crusader merck s new not ivermectin covid 19 treatment molnupiravir costs,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,7,7
27,70282412,DTITranslation,1445884889304379394,"@therecount Is this an issue to anybody but  @FoxNews watchers?
And #Texas? 
Really @GovAbbott??
#Women in the… https://t.co/7Du4gogc6y",,2021-10-06 22:53:15+00:00,is this an issue to anybody but watchers and texas really women in the,0.2,0.2,neutral,0.0,1.0,0.0,0.0,5,5
28,844695745856884736,PBCommentary,1445883955429789698,@memeorandum @aya_elamroussi @FoxNews @rupertmurdoch @MariaBartiromo @seanhannity @IngrahamAngle @TuckerCarlson… https://t.co/gWhsniS8k9,,2021-10-06 22:49:32+00:00,elamroussi,0.0,0.0,neutral,0.0,1.0,0.0,0.0,9,9
29,780624719598882816,Jensifer16,1445883251801874432,"@FoxNews They are telling the recipient &amp; donor to get vaccinated. Maybe they have to spell it out: ""You'll need to… https://t.co/iLPb7SUWRG",,2021-10-06 22:46:45+00:00,they are telling the recipient amp donor to get vaccinated maybe they have to spell it out you ll need to,0.0,0.0,neutral,0.0,1.0,0.0,0.0,5,5
30,826042629087432704,repsiw5,1445880025555800069,"RT @repsiw5: @LindseyGrahamSC @FoxNews Isn't it time for self-reflection Lindsey? Maybe then you'd realize why you got booed.
https://t.co/…",,2021-10-06 22:33:55+00:00,isn t it time for self reflection lindsey maybe then you d realize why you got booed,0.0,0.0,neutral,0.0,1.0,0.0,0.0,7,7
31,467841441,bigstape,1445878202442960897,"@TSGcast @FoxNews So, about a third of our covid deaths","Pennsylvania, USA",2021-10-06 22:26:41+00:00,so about a third of our covid deaths,0.0,0.0,neutral,0.0,1.0,0.0,0.0,5,5
32,1268269289318035457,Punished_Viper,1445877854244384770,@Brent_0312 @MatthewMolosso @moneyhungery4 @dundonrl @Captain_ObVeus @FoxNews Vaccinate them; that's what it's ther… https://t.co/N6RkSrpK5k,,2021-10-06 22:25:18+00:00,0312 obveus vaccinate them that s what it s ther,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,2
33,44507118,redhawkpath,1445875555841155072,@victoriastudio2 @MattGertz @FoxNews A vaccine contains a virual load.  Every vaccine you got since you were a baby… https://t.co/gFzeDorVoW,,2021-10-06 22:16:10+00:00,a vaccine contains a virual load every vaccine you got since you were a baby,0.0,0.0,neutral,0.0,1.0,0.0,0.0,8,8
34,1268269289318035457,Punished_Viper,1445875384000520198,"@Brent_0312 @MatthewMolosso @moneyhungery4 @dundonrl @Captain_ObVeus @FoxNews A virus with a sub-2% CFR, in Canada… https://t.co/wYuA4WZK4r",,2021-10-06 22:15:29+00:00,0312 obveus a virus with a sub 2 cfr in canada,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,2
35,383502549,csuttonauthor,1445874330911461377,"@jr_bohl @baltimoresun @gtconway3d @FoxNews @GOP Here is just one fact check for reference
https://t.co/XDNk17LUFa",,2021-10-06 22:11:18+00:00,bohl here is just one fact check for reference,0.0,0.0,neutral,0.0,1.0,0.0,0.0,3,3
36,826042629087432704,repsiw5,1445872679634964483,"@LindseyGrahamSC @FoxNews Isn't it time for self-reflection Lindsey? Maybe then you'd realize why you got booed.
https://t.co/QtNCBTI12E",,2021-10-06 22:04:44+00:00,isn t it time for self reflection lindsey maybe then you d realize why you got booed,0.0,0.0,neutral,0.0,1.0,0.0,0.0,7,7
37,228224421,roncarlson1,1445871767696723974,@PolReader @PeteButtigieg @SecretaryPete @OANN @FoxNews @ABC @CBSNews @NBCNews @CNN 2/ ..have disasterous ripple ef… https://t.co/oAINn5Lg3D,,2021-10-06 22:01:07+00:00,2 have disasterous ripple ef,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,0
38,1132728501822545921,MadamBu17129273,1445870059310567426,"@ramiro_espinosa @ricoflashback @FoxNews The more people get vaccinated, the less likely the virus is to further mu… https://t.co/YhsKs8YdAU",,2021-10-06 21:54:19+00:00,espinosa the more people get vaccinated the less likely the virus is to further mu,0.08333333333333334,0.5166666666666666,neutral,0.0,1.0,0.0,0.0,8,8
39,730720396727619589,AgentOrange234,1445866570048163843,"RT @AuntIkeRyste: @FoxNews For a less sensationalist headline:

400 Henry Ford Health employees quit over COVID-19 vaccine mandate; 92% ful…",,2021-10-06 21:40:27+00:00,for a less sensationalist headline 400 henry ford health employees quit over covid 19 vaccine mandate 92 ful,-0.16666666666666666,0.06666666666666667,neutral,0.0,1.0,0.0,0.0,9,9
40,99569050,NewTemplar77,1445866535948472320,@espn @undisputed @FirstTake @espnradio @foxnews @msnbc @maddow @oann @TheFirstonTV @RealAmVoice @newsmax… https://t.co/AbDOiG75iu,,2021-10-06 21:40:19+00:00,,0.0,0.0,neutral,0.0,0.0,0.0,0.0,0,0
41,2377631208,BrownJeff_,1445866494097776640,"@FoxNews They say ""hundreds"" to make the story sound big, but when talking about COVID DEATHS they speak in percent… https://t.co/uXucIx0l8j",,2021-10-06 21:40:09+00:00,they say hundreds to make the story sound big but when talking about covid deaths they speak in percent,0.2,0.25,neutral,0.0,1.0,0.0,0.0,6,6
42,1355663621473398786,Sean14658585,1445861961489657857,@KarenLess2 @MadamBu17129273 @FoxNews You mean from covid?,,2021-10-06 21:22:09+00:00,you mean from covid,-0.3125,0.6875,neutral,0.0,1.0,0.0,0.0,0,0
43,1435832560051884034,AlMelak8,1445861951939047432,@Trobby210 @lakers722 @FoxNews What’s COVID?,,2021-10-06 21:22:06+00:00,what s covid,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,0
44,1019466790152237056,Iron___Lady,1445858879166844928,"@FoxNews Here we go again, scaremongering Covid medications.",,2021-10-06 21:09:54+00:00,here we go again scaremongering covid medications,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,2
45,1417657562154024962,LezKnight1,1445855178742190081,"@FoxNews 
Any particular reason why Tucker does not require regular covid testing?😅😅😅😅","Avonmouth, England",2021-10-06 20:55:11+00:00,any particular reason why tucker does not require regular covid testing,0.08333333333333333,0.20512820512820512,neutral,0.0,1.0,0.0,0.0,1,1
46,1435285843711832068,ngeoftx,1445854704169144332,@Safemoon_ken77 @FoxNews Really I know more people since they been vaxed come down with covid than people that never took it,,2021-10-06 20:53:18+00:00,ken77 really i know more people since they been vaxed come down with covid than people that never took it,0.18148148148148147,0.32962962962962966,neutral,0.0,1.0,0.0,0.0,4,4
47,1372913454281936896,SurajMilindDha1,1445854683197702149,@FoxNews How can I react on this but we only saying that we need to vaccinate every single American people 🇺🇲🇺🇲🇺🇲🇺🇲… https://t.co/Lb8YE1UnU4,,2021-10-06 20:53:13+00:00,how can i react on this but we only saying that we need to vaccinate every single american people,-0.023809523809523808,0.4047619047619047,neutral,0.0,1.0,0.0,0.0,1,1
48,264451340,onahunttoday,1445852742073917443,RT @onahunttoday: @FoxNews @NBC @ABC @CBS @CNN @MSNBC @SpectrumNewsDC @SpectrumNews1TX @SpectrumNews1KY @SpectrumNews1OH @SpectrumNews1WI @…,,2021-10-06 20:45:31+00:00,,0.0,0.0,neutral,0.0,0.0,0.0,0.0,0,0
49,264451340,onahunttoday,1445852721760800773,@FoxNews @NBC @ABC @CBS @CNN @MSNBC @SpectrumNewsDC @SpectrumNews1TX @SpectrumNews1KY @SpectrumNews1OH… https://t.co/Pa7tplKIIq,,2021-10-06 20:45:26+00:00,,0.0,0.0,neutral,0.0,0.0,0.0,0.0,0,0
50,1443599145525202951,NconspicuousApu,1445850216633192450,@TigerWieseJones @immydadsson @CommentPleasure @MartyrMod @FoxNews @DrEricDing Also.. More covid deaths this year w… https://t.co/NuR7VC6F6b,,2021-10-06 20:35:28+00:00,also more covid deaths this year w,0.5,0.5,neutral,0.0,1.0,0.0,0.0,8,8
51,86999917,ramiro_espinosa,1445847928354918402,@MadamBu17129273 @ricoflashback @FoxNews Dying from COVID and being vaccinated should not happen concomitantly but… https://t.co/gDF4aibV09,,2021-10-06 20:26:23+00:00,dying from covid and being vaccinated should not happen concomitantly but,0.0,0.0,neutral,0.0,1.0,0.0,0.0,5,5
52,1132728501822545921,MadamBu17129273,1445847130501828613,@ricoflashback @FoxNews Dying of COVID is a side effect of getting COVID.,,2021-10-06 20:23:13+00:00,dying of covid is a side effect of getting covid,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,2
53,1132728501822545921,MadamBu17129273,1445845971552907266,"@David_Rubio1982 @FoxNews Actually most don’t. See that’s the point. When you’ve been vaccinated against Covid, you… https://t.co/1F70RJyj1R",,2021-10-06 20:18:36+00:00,rubio1982 actually most don t see that s the point when you ve been vaccinated against covid you,0.5,0.5,neutral,0.0,1.0,0.0,0.0,0,0
54,1389690116327710720,etpower2014,1445843588894494726,"@pullus_titus @FoxNews Justin Durrant, Johnson &amp; Johnson Scientist: “Don’t get the Johnson &amp; Johnson [COVID vaccine… https://t.co/iqg5r0AKbg",,2021-10-06 20:09:08+00:00,titus justin durrant johnson amp johnson scientist don t get the johnson amp johnson covid vaccine,0.0,0.0,neutral,0.0,1.0,0.0,0.0,3,3
55,1052206854200324097,NoTeamsIndy,1445843397252718594,@FoxNews Did... did CoVid write this???,,2021-10-06 20:08:23+00:00,did did covid write this,0.0,0.0,neutral,0.0,1.0,0.0,0.0,9,9
56,1091444183934615553,BoogerCory,1445841793287745539,@wildbill005 @madison9191 @nabmcd @Joe78278420 @FoxNews People who can not get vaccinated do to actually Heath reas… https://t.co/uBlEoxm7Zt,,2021-10-06 20:02:00+00:00,people who can not get vaccinated do to actually heath reas,0.0,0.1,neutral,0.0,1.0,0.0,0.0,1,1
57,444362202,LotusGolfer,1445841736044056578,@Kourgath007 @CDCgov @FDA @RandPaul @RepMTG @Jim_Jordan @replouiegohmert @HouseGOP @SenateGOP @FoxNews @OANN… https://t.co/ntQ14MHjIR,,2021-10-06 20:01:46+00:00,jordan,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,2
58,346228697,khfish1996,1445840433658138624,@ThomasPain69 @David_Brown4818 @FoxNews Which vaccines need boosters every so often throughout your life? Tetanus e… https://t.co/z2jQulziCm,,2021-10-06 19:56:36+00:00,brown4818 which vaccines need boosters every so often throughout your life tetanus e,0.0,0.0,neutral,0.0,1.0,0.0,0.0,2,2
59,361495138,think4_myself,1445840044753829890,@jenniferdee227 @FoxNews Really? So when they were working nose to nose with Covid patients without appropriate pro… https://t.co/Yau52tCr2a,,2021-10-06 19:55:03+00:00,really so when they were working nose to nose with covid patients without appropriate pro,0.35,0.35,neutral,0.0,1.0,0.0,0.0,8,8
60,820638759335170048,OmenProp,1445839298859712512,RT @LoreneMoreno20: @thewright7 @BillFOXLA @FoxNews The border is closed except for essential travel. I live in the Rio grande Valley. Anyo…,,2021-10-06 19:52:05+00:00,the border is closed except for essential travel i live in the rio grande valley anyo,0.012121212121212116,0.3,neutral,0.0,1.0,0.0,0.0,5,5
61,1417573258883485697,blucheck1,1445839114402549763,@BeardedPhilaGuy @dhookstead @FoxNews Your reaction was neither with empathy or prayers. Just covid.  I would follo… https://t.co/9l1HRLcG0S,,2021-10-06 19:51:21+00:00,your reaction was neither with empathy or prayers just covid i would follo,0.0,0.0,neutral,0.0,1.0,0.0,0.0,9,9
62,156761666,ccs_rshb,1445837943235497984,@lpackard @kimmyann1111 @FoxNews @mmfa Almost all Fox News employees are vaccinated because of upper management dic… https://t.co/NGBqg1PkbI,,2021-10-06 19:46:42+00:00,almost all fox news employees are vaccinated because of upper management dic,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,1
63,1348762956918644743,jadesy194,1445832244078202880,"@yickomode @lumitrac @Wahoo2112 @FoxNews /3 this triage happens even in those who have the shot, or even have COVID… https://t.co/rjLIj0yzy9",,2021-10-06 19:24:03+00:00,3 this triage happens even in those who have the shot or even have covid,0.0,0.0,neutral,0.0,1.0,0.0,0.0,6,6
64,581211112,badamw,1445831668183363587,@VerziehenOne @CBS11JasonAllen @GOP @FoxNews Go to worldometers and look at covid numbers. Pick any state/country y… https://t.co/QmiEnydpCr,,2021-10-06 19:21:46+00:00,go to worldometers and look at covid numbers pick any state country y,0.0,0.0,neutral,0.0,1.0,0.0,0.0,4,4
65,228464642,mahimamemoir,1445831034185175040,@WhatASaneBrain @BILLIONAIREBLH @FoxNews I am a healthcare person and I saw COVID deaths from day one. Thats how I know.,,2021-10-06 19:19:15+00:00,i am a healthcare person and i saw covid deaths from day one thats how i know,0.0,0.0,neutral,0.0,1.0,0.0,0.0,8,8
66,42730368,david_barth,1445830529018892288,"@newsmax @OANN @foxnews
Vermont, the most vaccinated state, has Covid outbreak. - Ed Rankin, PhD",,2021-10-06 19:17:15+00:00,vermont the most vaccinated state has covid outbreak ed rankin phd,0.5,0.5,neutral,0.0,1.0,0.0,0.0,7,7
67,1088585923321831424,JohnMil80462729,1445828821542862852,"@evens_jason @FoxNews Ah, these folks will be asking for a handout GUARANTEED !

They can have all the freedumb the… https://t.co/Fi1tU0wtuK",,2021-10-06 19:10:27+00:00,jason ah these folks will be asking for a handout guaranteed they can have all the freedumb the,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,0
68,196578278,BobbieFace,1445828260026204165,@lpackard @B52Malmet @FoxNews @mmfa What a Nightmare of a Contest ..... between DJT Ratings/Numbers of Homicides  (… https://t.co/hwD2CdKvIS,,2021-10-06 19:08:14+00:00,what a nightmare of a contest between djt ratings numbers of homicides,0.0,0.0,neutral,0.0,1.0,0.0,0.0,6,6
69,828950740345294849,Carrie4901,1445827497698885633,@BGRIN2 @FoxNews Read the article. There is a very high mortality rate for transplant recipients who contract COVID.,,2021-10-06 19:05:12+00:00,read the article there is a very high mortality rate for transplant recipients who contract covid,0.20800000000000002,0.702,neutral,0.0,1.0,0.0,0.0,6,6
70,1220146326387580928,LittleMariposa,1445826571114213384,@ELHEFAAAA @FoxNews They work. https://t.co/XDroWVGPdS.,,2021-10-06 19:01:31+00:00,they work,0.0,0.0,neutral,0.0,1.0,0.0,0.0,9,9
71,124208718,wildbill005,1445826418315829250,@BoogerCory @nabmcd @madison9191 @Joe78278420 @FoxNews It’s been over 11 months since I got COVID. I still have rea… https://t.co/wmogRlYXHS,,2021-10-06 19:00:54+00:00,it s been over 11 months since i got covid i still have rea,0.0,0.0,neutral,0.0,1.0,0.0,0.0,1,1
72,29725698,JRKeon14,1445826367816441858,@CommentPleasure @FoxNews They don't have Covid.,,2021-10-06 19:00:42+00:00,they don t have covid,0.0,0.0,neutral,0.0,1.0,0.0,0.0,0,0
73,978760664104579072,LoreneMoreno20,1445825172892696576,@thewright7 @BillFOXLA @FoxNews The border is closed except for essential travel. I live in the Rio grande Valley.… https://t.co/YNr3oOQ0nt,,2021-10-06 18:55:58+00:00,the border is closed except for essential travel i live in the rio grande valley,0.012121212121212116,0.3,neutral,0.0,1.0,0.0,0.0,5,5
74,4191385516,mdouglasgallant,1445824835288920064,"@FoxNews Alternate headline: '99% of Michigan Healthcare Workers Fully Vaxxed Against Covid 19"". Fixed that for y'all.",,2021-10-06 18:54:37+00:00,alternate headline 99 of michigan healthcare workers fully vaxxed against covid 19 fixed that for y all,0.05,0.1,neutral,0.0,1.0,0.0,0.0,6,6
75,1442631236871098369,Camay511,1445824164468649987,@CMD366 @FoxNews @CNN @donlemon That’s a lie! In Israel where almost 80% are vaccinated are now showing 65% of new… https://t.co/DYA6f18W8d,,2021-10-06 18:51:57+00:00,that s a lie in israel where almost 80 are vaccinated are now showing 65 of new,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,2,2
76,707959452750761985,roripierpont1,1445823525495840775,"RT @jerrysaltz: What’s the difference between America and Canada? America has experienced 700,000 Covid deaths &amp; an attempted Insurrection.…",,2021-10-06 18:49:25+00:00,what s the difference between america and canada america has experienced 700 000 covid deaths amp an attempted insurrection,0.8,0.9,neutral,0.0,1.0,0.0,0.0,8,8
77,1164524512421064704,PoughYolonda,1445823357199470596,"Lindsey Graham told a crowd to 'think about' getting vaccinated. They booed him.
https://t.co/DvKdZMXOKt ⁦… https://t.co/AmN7enF8Kq",,2021-10-06 18:48:45+00:00,lindsey graham told a crowd to think about getting vaccinated they booed him,0.0,0.0,neutral,0.0,1.0,0.0,0.0,8,8
78,90573676,jerrysaltz,1445822544838160391,"What’s the difference between America and Canada? America has experienced 700,000 Covid deaths &amp; an attempted Insur… https://t.co/RHAdmXeQ7A",,2021-10-06 18:45:31+00:00,what s the difference between america and canada america has experienced 700 000 covid deaths amp an attempted insur,0.8,0.9,neutral,0.0,1.0,0.0,0.0,7,7
79,1444622542656901123,Bill_Ness09,1445821903998881793,"@CarlJuneau1 @FoxNews You do realise fewer than 500 children dying from Covid, when the total figure is around 700,… https://t.co/kEaIWgOTfO",,2021-10-06 18:42:58+00:00,you do realise fewer than 500 children dying from covid when the total figure is around 700,0.0,0.75,neutral,0.0,1.0,0.0,0.0,4,4
80,2551423807,flashrjb,1445820344225308678,@FoxNews Fox News allows liars. Ron Johnson said there is no FDA approved vaccine. Lie. Pfizer is FDA approved. Lau… https://t.co/Vxx6jWgJAP,,2021-10-06 18:36:46+00:00,fox news allows liars ron johnson said there is no fda approved vaccine lie pfizer is fda approved lau,0.0,0.0,neutral,0.214,0.573,0.214,0.0,3,3
81,812695994622181380,HIGHENERGY_YT,1445817597111459842,"@theAJspeaks @FoxNews meanwhile, Moderna halted in Sweden (for under 30) and Denmark (for under 18) due to cardiova… https://t.co/u9Q4ZZEhHz",,2021-10-06 18:25:51+00:00,meanwhile moderna halted in sweden for under 30 and denmark for under 18 due to cardiova,-0.125,0.375,neutral,0.0,1.0,0.0,0.0,4,4
82,1236314991113973762,Alice56750348,1445817252331331585,"@FoxNews A new peer-reviewed study, which came out of Europe, found that the vast majority of people who’ve had a p… https://t.co/dvdHp2Gavv",,2021-10-06 18:24:29+00:00,a new peer reviewed study which came out of europe found that the vast majority of people who ve had a p,0.06818181818181818,0.7272727272727273,neutral,0.0,1.0,0.0,0.0,2,2
83,798183629360918528,thbg69,1445816730899599361,"@FoxNews Inquiry;for surgery are most medications intravenous, and aren't there about or over 75% of the population… https://t.co/dHSyT1l5II",,2021-10-06 18:22:25+00:00,inquiry for surgery are most medications intravenous and aren t there about or over 75 of the population,0.5,0.5,neutral,0.0,1.0,0.0,0.0,1,1
84,4259657309,gltan1969,1445815902553792523,@shellywms0 @HammerDawg @jimfusillibooks @johnrich @MSNBC @CNN @NBCNews @abcnews @CBSNews @NPR @washingtonpost… https://t.co/lTrfQBKPcm,,2021-10-06 18:19:07+00:00,,0.0,0.0,neutral,0.0,0.0,0.0,0.0,0,0
