,user,id,text,created_at,clean_text,polarity,subjectivity,sentiment,neg,neu,pos,compound
10,@naa_two,1307614533091954688,You fraudsters keep raising new service requests &amp; keep making false promises of resolution on priority. Stop dupin… https://t.co/FxFE0w0xo6,2020-09-20 09:36:13+00:00,you fraudsters keep raising new service requests amp keep making false promises of resolution on priority stop dupin,-0.13181818181818186,0.5272727272727272,negative,0.241,0.647,0.112,-0.4588
11,@naa_two,1307605392382287872,Exactly 2 months since I cancelled my order and you fraudsters have not yet refunded the money. You've convinced me… https://t.co/XgzlPWTwrf,2020-09-20 08:59:54+00:00,exactly 2 months since i cancelled my order and you fraudsters have not yet refunded the money you ve convinced me,0.25,0.25,negative,0.224,0.664,0.112,-0.4019
12,@naa_two,1303683807002857478,Priorities. #DeathOfDemocracy @OfficeofUT #MVA https://t.co/uLvVSDk2L6,2020-09-09 13:16:55+00:00,priorities deathofdemocracy mva,0.0,0.0,neutral,0.0,1.0,0.0,0.0
13,@naa_two,1303664055949750274,50 days today since the order cancellation. Wasted an hour today speaking to your customer care. Everytime I ask fo… https://t.co/CMfJtWpCH1,2020-09-09 11:58:26+00:00,50 days today since the order cancellation wasted an hour today speaking to your customer care everytime i ask fo,-0.2,0.0,neutral,0.137,0.726,0.137,0.0
14,@naa_two,1303317659249815552,45+ days and yet no action @JioMart_Support . Wasted close to 75mins waiting on hold while calling you on your cust… https://t.co/EPks0Hq2JO,2020-09-08 13:01:59+00:00,45 days and yet no action support wasted close to 75mins waiting on hold while calling you on your cust,-0.125,0.05,negative,0.215,0.677,0.108,-0.4019
15,@naa_two,1302794904658087942,Teen Hath Naka service road or an Iraq warzone? Repair or clear the debris. Lets get the basics correct. #Thane… https://t.co/MFxFYiL0Hp,2020-09-07 02:24:44+00:00,teen hath naka service road or an iraq warzone repair or clear the debris lets get the basics correct thane,0.05000000000000001,0.19166666666666665,positive,0.0,0.88,0.12,0.3818
16,@naa_two,1302219103399157763,"@JioMart_Support What purpose does DMing you the details serve? You haven't even responded to my query.

You keep o… https://t.co/mKoVqeIlEz",2020-09-05 12:16:42+00:00,support what purpose does dming you the details serve you haven t even responded to my query you keep o,0.0,0.0,positive,0.0,0.863,0.137,0.4019
17,@naa_two,1301048485743980544,Been over 40 days now. Still no refund. Please up your customer service game. Absolutely terrible experience.… https://t.co/V16eD9D59Y,2020-09-02 06:45:05+00:00,been over 40 days now still no refund please up your customer service game absolutely terrible experience,-0.7,0.7,negative,0.255,0.639,0.105,-0.5095
18,@naa_two,1295265898375217154,@Oke_the_Pushkar @JioMart_Support True. Any other online retailer would be better than #JioMart. These guys don't e… https://t.co/BD8RCU6JYm,2020-08-17 07:47:09+00:00,the pushkar support true any other online retailer would be better than jiomart these guys don t e,0.24166666666666667,0.5083333333333333,positive,0.0,0.607,0.393,0.8126
19,@naa_two,1295256518841884672,"@JioMart_Support If you're going to be this bad, seriously shut the shop. I, for one, am certainly never going to b… https://t.co/fl7sGjQup3",2020-08-17 07:09:53+00:00,support if you re going to be this bad seriously shut the shop i for one am certainly never going to b,-0.38015873015873014,0.6349206349206349,negative,0.216,0.594,0.189,-0.184
20,@naa_two,1295256518841884672,"@JioMart_Support If you're going to be this bad, seriously shut the shop. I, for one, am certainly never going to b… https://t.co/fl7sGjQup3",2020-08-17 07:09:53+00:00,support if you re going to be this bad seriously shut the shop i for one am certainly never going to b,-0.38015873015873014,0.6349206349206349,negative,0.216,0.594,0.189,-0.184
21,@naa_two,1295256088682496001,@JioMart_Support Why is it almost impossible to reach you guys on the customer helpline? You guys haven't refunded… https://t.co/qI1tC8qL1x,2020-08-17 07:08:10+00:00,support why is it almost impossible to reach you guys on the customer helpline you guys haven t refunded,-0.6666666666666666,1.0,positive,0.059,0.805,0.136,0.3687
22,@naa_two,1286223526035251201,There r power cuts evry other day since the start of lockdown in March in Thane. The situation hasnt improved one b… https://t.co/5uYRE5qQbm,2020-07-23 08:56:00+00:00,there r power cuts evry other day since the start of lockdown in march in thane the situation hasnt improved one b,-0.125,0.375,negative,0.209,0.791,0.0,-0.5795
23,@naa_two,1263173764235194368,@MSEDCL Can your shit service every get me uninterrupted electricity supply? Been facing power cuts every single da… https://t.co/vLowK0GP72,2020-05-20 18:24:28+00:00,can your shit service every get me uninterrupted electricity supply been facing power cuts every single da,-0.09047619047619049,0.33809523809523806,negative,0.279,0.721,0.0,-0.7003
24,@naa_two,1230844323954118656,"Don't just think great ideas, implement them as well. All fastag and non fastag cars getting mixed up leading to bi… https://t.co/8USVcbBPyH",2020-02-21 13:18:49+00:00,don t just think great ideas implement them as well all fastag and non fastag cars getting mixed up leading to bi,0.4,0.5,positive,0.0,0.754,0.246,0.7351
25,@naa_two,1193833928433397760,"@Oke_the_Pushkar @ShivsenaComms @Dev_Fadnavis Cant let a bunch of opportunistic traitors hold the state, its people… https://t.co/9BmemjEV7n",2019-11-11 10:12:43+00:00,the pushkar fadnavis cant let a bunch of opportunistic traitors hold the state its people,0.0,0.0,negative,0.078,0.922,0.0,-0.0258
26,@naa_two,1193786617913171968,"#ShivSenaCheatsMaharashtra
Nice bit of backstabbing there @ShivsenaComms. The only reason many people even voted yo… https://t.co/IqcmkeaDAK",2019-11-11 07:04:43+00:00,shivsenacheatsmaharashtra nice bit of backstabbing there the only reason many people even voted yo,0.3666666666666667,0.8333333333333334,positive,0.0,0.823,0.177,0.4215
27,@naa_two,1175152354997325824,"Why am I, as a law abiding citizen who is not causing any disturbance to public, required to evacuate from the Mari… https://t.co/gumr3lZILm",2019-09-20 20:58:49+00:00,why am i as a law abiding citizen who is not causing any disturbance to public required to evacuate from the mari,0.0,0.06666666666666667,positive,0.0,0.897,0.103,0.2924
28,@naa_two,1119619083647930368,"@Uber_India Dafaq😂
@MumbaiPolice https://t.co/dVJDeC2KU2",2019-04-20 15:09:25+00:00,india dafaq,0.0,0.0,neutral,0.0,1.0,0.0,0.0
29,@naa_two,998674319348719616,"@airindiain @jayantsinha Been 4 days since I filled that feedback. No acknowledgement whatsoever, resolution is way… https://t.co/LhwkLPdT8j",2018-05-21 21:18:06+00:00,been 4 days since i filled that feedback no acknowledgement whatsoever resolution is way,0.4,0.9,negative,0.167,0.833,0.0,-0.296
30,@naa_two,997077323966046208,"Flew IX243 from BOM to DOH on 17/05/18. Very poor experience. Rattling cabin, bad odours. The cabin crew didn't eve… https://t.co/2Z3xPMVCa1",2018-05-17 11:32:13+00:00,flew ix243 from bom to doh on 17 05 18 very poor experience rattling cabin bad odours the cabin crew didn t eve,-0.6099999999999999,0.7233333333333334,negative,0.256,0.744,0.0,-0.7841
31,@naa_two,895295188733575168,@GhaisasRohit @Dev_Fadnavis @BJP4India Yes. They are. Bullshit.,2017-08-09 14:46:21+00:00,fadnavis yes they are bullshit,0.0,0.0,negative,0.4,0.316,0.284,-0.2732
32,@naa_two,895288528254390273,"Alas! Never thought you'd bow down to such requests. Disappointed. @Dev_Fadnavis @BJP4India #MarathaMorcha #GrowUp

 https://t.co/XCYoV2RhA0",2017-08-09 14:19:53+00:00,alas never thought you d bow down to such requests disappointed fadnavis marathamorcha growup,-0.3263888888888889,0.6347222222222222,negative,0.321,0.679,0.0,-0.6369
33,@naa_two,895141449305432064,@rahulkasare1 @rahulkasare1 So th answer to reservation for the economically weak is reservation for a caste… https://t.co/73PVNodxK6,2017-08-09 04:35:27+00:00,so th answer to reservation for the economically weak is reservation for a caste,-0.375,0.625,negative,0.195,0.805,0.0,-0.4404
34,@naa_two,895110322234703873,"Reservations were meant to empower the disempowered. Here, ppl on RE Bullets, with decent clothes and smartphones! 👏🙌 #GrowUp #MarathaMorcha",2017-08-09 02:31:45+00:00,reservations were meant to empower the disempowered here ppl on re bullets with decent clothes and smartphones growup marathamorcha,0.16666666666666666,0.6666666666666666,neutral,0.0,1.0,0.0,0.0
35,@naa_two,888064474955079680,@BOX8_in Why'd you close down the credit/debit card optn for online payments!? Don't wanna use those shitty online payment apps. Pathetic. 😑,2017-07-20 15:54:04+00:00,in why d you close down the credit debit card optn for online payments don t wanna use those shitty online payment apps pathetic,-0.5777777777777778,0.6444444444444445,negative,0.253,0.657,0.09,-0.6908
36,@naa_two,883340467936612354,@ThaneCityPolice Thank you. Hope the action is taken promptly. ✌️ @ThaneCityPolice @Dev_Fadnavis,2017-07-07 15:02:33+00:00,thank you hope the action is taken promptly fadnavis,0.1,0.1,positive,0.0,0.565,0.435,0.6597
37,@naa_two,883320939794108416,"@Dev_Fadnavis @ThaneCityPolice If there's an iota of sincerity in you guys, check the CCTV footage and impose a fine on the concerned person",2017-07-07 13:44:58+00:00,fadnavis if there s an iota of sincerity in you guys check the cctv footage and impose a fine on the concerned person,0.4166666666666667,0.5,negative,0.096,0.826,0.078,-0.1027
38,@naa_two,883318973714006016,"@ThaneCityPolice @Dev_Fadnavis End to laal batti culture is mere talk, end this #VVIPRacism and walk the talk. Disappointed, helpless. (4/4)",2017-07-07 13:37:09+00:00,fadnavis end to laal batti culture is mere talk end this vvipracism and walk the talk disappointed helpless 4 4,-0.625,0.625,negative,0.276,0.724,0.0,-0.7269
39,@naa_two,883318616749461504,"@ThaneCityPolice @Dev_Fadnavis When such blatant violations occur, how do you expect the citizens to follow the rules? (3/n)",2017-07-07 13:35:44+00:00,fadnavis when such blatant violations occur how do you expect the citizens to follow the rules 3 n,-0.25,0.5,negative,0.185,0.815,0.0,-0.5267
40,@naa_two,883318616749461504,"@ThaneCityPolice @Dev_Fadnavis When such blatant violations occur, how do you expect the citizens to follow the rules? (3/n)",2017-07-07 13:35:44+00:00,fadnavis when such blatant violations occur how do you expect the citizens to follow the rules 3 n,-0.25,0.5,negative,0.185,0.815,0.0,-0.5267
41,@naa_two,883318313077661696,"@ThaneCityPolice @Dev_Fadnavis The traffic police turned a blind eye, there was a police seated on the front seat of that car too. (2/n)",2017-07-07 13:34:31+00:00,fadnavis the traffic police turned a blind eye there was a police seated on the front seat of that car too 2 n,-0.5,0.6666666666666666,negative,0.13,0.87,0.0,-0.4019
42,@naa_two,883318107263160320,@ThaneCityPolice @Dev_Fadnavis TMC Mayor's car just jumped the signal at Teen Hath Naka at 19:02 local time. (1/n),2017-07-07 13:33:42+00:00,fadnavis tmc mayor s car just jumped the signal at teen hath naka at 19 02 local time 1 n,0.0,0.0,neutral,0.0,1.0,0.0,0.0
43,@naa_two,870872827682996224,"RT @Yashnimse: @Hungama_com @RaabtaOfficial @itsSSR @kritisanon https://t.co/5YL6toni1z

❤❤❤

#HUNGAMAxRAABTA",2017-06-03 05:20:36+00:00,com hungamaxraabta,0.0,0.0,neutral,0.0,1.0,0.0,0.0
44,@naa_two,870818196399456256,RT @LambaBhavesh: @Hungama_com @RaabtaOfficial @itsSSR @kritisanon The album of the year ❤ https://t.co/TqH4w3285U :  Download d app from d…,2017-06-03 01:43:31+00:00,com the album of the year download d app from d,0.0,0.0,neutral,0.0,1.0,0.0,0.0
45,@naa_two,853834324583604224,"Do ensure that your men don't violate the rules, before catching us for the same. At Eastern Express Hwy (nr Ghatko… https://t.co/2o5LGOJdML",2017-04-17 04:55:41+00:00,do ensure that your men don t violate the rules before catching us for the same at eastern express hwy nr ghatko,0.3,0.5125,negative,0.129,0.766,0.105,-0.1531
46,@naa_two,850284677239894016,@Ashok_Gajapathi This would only encourage the goons of Sena. This is not why we voted you. This is not our Government. @narendramodi (2/2),2017-04-07 09:50:39+00:00,gajapathi this would only encourage the goons of sena this is not why we voted you this is not our government 2 2,0.0,1.0,positive,0.0,0.858,0.142,0.5106
47,@naa_two,850284226331201536,@Ashok_Gajapathi Thoroughly saddened to see the ban on Sena MP Ravindra Gaikwad revoked by AI on the directives of your ministry. (1/n),2017-04-07 09:48:51+00:00,gajapathi thoroughly saddened to see the ban on sena mp ravindra gaikwad revoked by ai on the directives of your ministry 1 n,0.0,0.0,negative,0.277,0.723,0.0,-0.807
48,@naa_two,847090870423900161,@LambaBhavesh 😘,2017-03-29 14:19:36+00:00,,0.0,0.0,neutral,0.0,0.0,0.0,0.0
49,@naa_two,847090828719874048,"RT @LambaBhavesh: Thanku @Naa_Two for dis pic 😘 
#BlazerDay #OneLastTime https://t.co/mN4OoNqozK",2017-03-29 14:19:26+00:00,thanku two for dis pic blazerday onelasttime,0.0,0.0,neutral,0.0,1.0,0.0,0.0
50,@naa_two,805865221646589952,RT @GhaisasRohit: 16 committed suicide when she was in jail for corruption charges. #Chennai how many next?? #NumberGames #Amma  #Ripamma #…,2016-12-05 20:03:35+00:00,16 committed suicide when she was in jail for corruption charges chennai how many next numbergames amma ripamma,0.13333333333333333,0.16666666666666666,negative,0.278,0.633,0.089,-0.6705
51,@naa_two,805759905005182977,"And that piece goes like this:

”As Jaya lay in state, and a stream of cadres and visitors trooped down around the body...""

#jayalalithaa",2016-12-05 13:05:06+00:00,and that piece goes like this as jaya lay in state and a stream of cadres and visitors trooped down around the body jayalalithaa,-0.15555555555555559,0.2888888888888889,positive,0.0,0.898,0.102,0.3612
52,@naa_two,805759268515356672,"Wow. People jumping the gun on #jayalalithaa but this article takes it to another level! 

https://t.co/4iQl5JTCf7 https://t.co/iGyIPL5Smo",2016-12-05 13:02:34+00:00,wow people jumping the gun on jayalalithaa but this article takes it to another level,0.1,1.0,positive,0.099,0.76,0.14,0.1779
53,@naa_two,805758197558546432,RT @coolfunnytshirt: Senselessational Media!,2016-12-05 12:58:19+00:00,senselessational media,0.0,0.0,neutral,0.0,1.0,0.0,0.0
54,@naa_two,805756637608808448,Live commentary on #Jayalalithaa since last night. Isn't there anything else happening in this country!? What has the media come to! -_-,2016-12-05 12:52:07+00:00,live commentary on jayalalithaa since last night isn t there anything else happening in this country what has the media come to,0.06818181818181818,0.2833333333333333,neutral,0.0,1.0,0.0,0.0
55,@naa_two,784635425310859265,Such utter disregard for consumers. Call centres are of no help. And local office can't be contacted. Good governan… https://t.co/V56Xp1ikRg,2016-10-08 06:03:57+00:00,such utter disregard for consumers call centres are of no help and local office can t be contacted good governan,0.175,0.525,positive,0.173,0.602,0.225,0.3182
56,@naa_two,778837815002030081,@reliancejio My JioFi doesn't work. Can't log in to my acc. Helplines never respond. Stop running this scam under the guise of a tcom ntwk.,2016-09-22 06:06:19+00:00,my jiofi doesn t work can t log in to my acc helplines never respond stop running this scam under the guise of a tcom ntwk,0.0,0.0,negative,0.139,0.79,0.071,-0.4238
57,@naa_two,750901638047539200,"@sureshpprabhu @RailMinIndia Get the services running asap. In the otherwise deplorable transport infra of Mumbai, u're our only hope. (4/4)",2016-07-07 03:57:56+00:00,get the services running asap in the otherwise deplorable transport infra of mumbai u re our only hope 4 4,-0.3,0.95,positive,0.0,0.847,0.153,0.4404
58,@naa_two,750901307473551360,@sureshpprabhu @RailMinIndia Some mail train has been stranded between CST and Byculla for the past 40+ mins. I guess thats the issue! (3/n),2016-07-07 03:56:37+00:00,some mail train has been stranded between cst and byculla for the past 40 mins i guess thats the issue 3 n,-0.25,0.25,neutral,0.0,1.0,0.0,0.0
59,@naa_two,750900901712453632,"@sureshpprabhu @RailMinIndia While technical faults are unavoidable, shouldn't the railways be more reliable!? (2/n)",2016-07-07 03:55:00+00:00,while technical faults are unavoidable shouldn t the railways be more reliable 2 n,0.25,0.3,negative,0.237,0.763,0.0,-0.4767
60,@naa_two,750900901712453632,"@sureshpprabhu @RailMinIndia While technical faults are unavoidable, shouldn't the railways be more reliable!? (2/n)",2016-07-07 03:55:00+00:00,while technical faults are unavoidable shouldn t the railways be more reliable 2 n,0.25,0.3,negative,0.237,0.763,0.0,-0.4767
61,@naa_two,750900612020203520,@sureshpprabhu @RailMinIndia Cancellation of an up Thane local. No slow locals from Kalyan end. Stranded at Thane station for 30mins. (1/n),2016-07-07 03:53:51+00:00,cancellation of an up thane local no slow locals from kalyan end stranded at thane station for 30mins 1 n,0.07500000000000001,0.19999999999999998,negative,0.115,0.885,0.0,-0.296
62,@naa_two,749609415276306432,@dominos_india Stop fooling your customers by doling out invalid codes. Utter unprofessional practice. Thoroughly unimpressed. :/,2016-07-03 14:23:06+00:00,india stop fooling your customers by doling out invalid codes utter unprofessional practice thoroughly unimpressed,0.0,1.0,negative,0.498,0.502,0.0,-0.8718
63,@naa_two,720247777226133506,In the immigration queue at #CSIA for over 45mins and half the counters aren't manned. Sad state of affairs. :| @HMOIndia,2016-04-13 13:50:26+00:00,in the immigration queue at csia for over 45mins and half the counters aren t manned sad state of affairs,-0.3333333333333333,0.5833333333333334,negative,0.147,0.853,0.0,-0.4767
64,@naa_two,705012409111478272,"""India is Indira. Indira is India.""

Dementia of epic proportions here.

https://t.co/emWJHYvyNe",2016-03-02 12:50:31+00:00,india is indira indira is india dementia of epic proportions here,0.1,0.4,neutral,0.0,1.0,0.0,0.0
65,@naa_two,684923948899815424,"RT @BokaPandit: A muslim boy broke some traffic rule &amp; was fined But what happened next is Incredible!
Sir @aamir_khan Intolerance?😂 https:…",2016-01-07 02:26:09+00:00,a muslim boy broke some traffic rule amp was fined but what happened next is incredible sir khan intolerance https,0.45,0.45,negative,0.095,0.905,0.0,-0.2263
66,@naa_two,684923424452444160,RT @tavleen_singh: Teaching children to kill before they can talk is evil. ISIS uses them as executioners. How many fatwas saying this is n…,2016-01-07 02:24:04+00:00,teaching children to kill before they can talk is evil isis uses them as executioners how many fatwas saying this is n,-0.25,0.75,negative,0.324,0.676,0.0,-0.8779
67,@naa_two,684922536329519104,"RT @mumbaiheritage: The 1st Marathi fortnightly newspaper 'Durpan' (a bilingual) ws started by Balshastri Jambhekar on this day,in 1832. ht…",2016-01-07 02:20:32+00:00,the 1st marathi fortnightly newspaper durpan a bilingual ws started by balshastri jambhekar on this day in 1832 ht,0.0,0.0,neutral,0.0,1.0,0.0,0.0
68,@naa_two,684919757955448833,"RT @mainbhiengineer: Thank God Manipur isn't in India, else it would've been tough for media to cover both Pathankot terror op &amp; earthquake…",2016-01-07 02:09:30+00:00,thank god manipur isn t in india else it would ve been tough for media to cover both pathankot terror op amp earthquake,-0.3888888888888889,0.8333333333333334,negative,0.178,0.655,0.167,-0.0772
69,@naa_two,684736586127249408,RT @indiantweeter: Twitter icon after character limit change to 10K. https://t.co/TT61xYR3sR,2016-01-06 14:01:38+00:00,twitter icon after character limit change to 10k,0.0,0.0,neutral,0.0,1.0,0.0,0.0
70,@naa_two,684716367363215361,"@rahulkanwal The reason to sack him as the face of the campaign is nt the point, the sacking is. Many more deserving faces to promote India.",2016-01-06 12:41:18+00:00,the reason to sack him as the face of the campaign is nt the point the sacking is many more deserving faces to promote india,0.5333333333333333,0.6,positive,0.0,0.902,0.098,0.3818
71,@naa_two,684714638957621248,"Killing the very essence of a ""tweet"". Too bad.

https://t.co/WV204CjnMe",2016-01-06 12:34:25+00:00,killing the very essence of a tweet too bad,-0.24999999999999992,0.4833333333333333,negative,0.568,0.432,0.0,-0.836
72,@naa_two,662257945674194945,"RT @TodaysChanakya: #TCExitPoll #BiharElections @AmitShah @narendramodi @BJP4India 
Seat Projection
BJP+: 155  ± 11 Seats
JDU+: 83 ± 9 Seat…",2015-11-05 13:19:33+00:00,tcexitpoll biharelections seat projection bjp 155 11 seats jdu 83 9 seat,0.0,0.0,neutral,0.0,1.0,0.0,0.0
73,@naa_two,662256996859650049,"RT @c_aashish: Phew! Bihar polls over. Tolerance levels in India multiply manifold. Until Feb-Mar 2016, when TN, WB, Assam, &amp; Kerala polls …",2015-11-05 13:15:46+00:00,phew bihar polls over tolerance levels in india multiply manifold until feb mar 2016 when tn wb assam amp kerala polls,0.0,0.0,positive,0.0,0.901,0.099,0.296
74,@naa_two,660447903102562304,RT @TheUnRealTimes: Liberal programmer returns 0 at the end of void main() function in protest against PM Modi https://t.co/rWp2MswyuT #rep…,2015-10-31 13:27:05+00:00,liberal programmer returns 0 at the end of void main function in protest against pm modi rep,0.16666666666666666,0.3333333333333333,negative,0.118,0.882,0.0,-0.25
75,@naa_two,660050047929704449,RT @dna: How #ISRO will provide India with its own Global Positioning System by March 2016 https://t.co/FFRfmPpfo0 https://t.co/I8011UywK7,2015-10-30 11:06:09+00:00,how isro will provide india with its own global positioning system by march 2016,0.3,0.5,neutral,0.0,1.0,0.0,0.0
76,@naa_two,659941310602723328,RT @coolfunnytshirt: Sequel of Prem Ratan Dhan Payo to be based on protest against rising intolerance in Modi's India. It will be called Pr…,2015-10-30 03:54:04+00:00,sequel of prem ratan dhan payo to be based on protest against rising intolerance in modi s india it will be called pr,0.0,0.0,negative,0.087,0.913,0.0,-0.25
77,@naa_two,659941244882149376,RT @coolfunnytshirt: Yashraj should now make a sequel of DDLJ to protest against rising intolerance in Modi's India - Dilwale Dulhaniya Wap…,2015-10-30 03:53:48+00:00,yashraj should now make a sequel of ddlj to protest against rising intolerance in modi s india dilwale dulhaniya wap,0.0,0.0,negative,0.105,0.895,0.0,-0.25
78,@naa_two,659940473646088192,"RT @KyaUkhaadLega: ""Indrani Keeps Karwa Chauth Fast For,
To Whomsoever It May Concern...!!!..."" is now trending on whatsapp along with Gm a…",2015-10-30 03:50:44+00:00,indrani keeps karwa chauth fast for to whomsoever it may concern is now trending on whatsapp along with gm a,0.2,0.6,neutral,0.0,1.0,0.0,0.0
79,@naa_two,659623446117138432,"RT @Nitin_Rivaldo: Emergency se darr nahin lagta saab, Democracy se lagta hai!! https://t.co/gne38jYCMh",2015-10-29 06:50:59+00:00,emergency se darr nahin lagta saab democracy se lagta hai,0.0,0.0,negative,0.224,0.776,0.0,-0.3818
80,@naa_two,659623446117138432,"RT @Nitin_Rivaldo: Emergency se darr nahin lagta saab, Democracy se lagta hai!! https://t.co/gne38jYCMh",2015-10-29 06:50:59+00:00,emergency se darr nahin lagta saab democracy se lagta hai,0.0,0.0,negative,0.224,0.776,0.0,-0.3818
81,@naa_two,658833003431374849,RT @NitiCentral: #CongressRevolt - Why Jyodiraditya Scindia can chart independent path https://t.co/xDggoxuD1d https://t.co/klpMQV3p0i,2015-10-27 02:30:03+00:00,congressrevolt why jyodiraditya scindia can chart independent path,0.0,0.125,neutral,0.0,1.0,0.0,0.0
82,@naa_two,658268292956557312,Shikhar Dhawan wicket fekne ki puri koshish karte hue. #IndvSA,2015-10-25 13:06:05+00:00,shikhar dhawan wicket fekne ki puri koshish karte hue indvsa,0.0,0.0,neutral,0.0,1.0,0.0,0.0
83,@naa_two,658267262801960960,"Pehle Mohit, fir Rohit, fir Anushka..

Sharmas form mein hain aaj ke din!

#IndvSA",2015-10-25 13:02:00+00:00,pehle mohit fir rohit fir anushka sharmas form mein hain aaj ke din indvsa,0.0,0.0,neutral,0.0,1.0,0.0,0.0
84,@naa_two,658266745044492291,Abhi follow on lagega. Bc. 😂 #IndvSA,2015-10-25 12:59:56+00:00,abhi follow on lagega bc indvsa,0.0,0.0,neutral,0.0,1.0,0.0,0.0
85,@naa_two,658264525565636609,"RT @KyaUkhaadLega: Pic 1 : International Fast Bowlers
Pic2 : Indian Fast Bowlers https://t.co/QJQat0b9Rk",2015-10-25 12:51:07+00:00,pic 1 international fast bowlers pic2 indian fast bowlers,0.13333333333333333,0.39999999999999997,neutral,0.0,1.0,0.0,0.0
86,@naa_two,658263730308825088,Talent to hai bande mein! #RohitSharma #IndvSA,2015-10-25 12:47:57+00:00,talent to hai bande mein rohitsharma indvsa,0.0,0.0,positive,0.0,0.682,0.318,0.4215
87,@naa_two,658262162981281792,RT @shaktinarang1: Chasing se pehle talent ki high dose lete hue Rohit Sharma https://t.co/7uVdx6fAaj,2015-10-25 12:41:44+00:00,chasing se pehle talent ki high dose lete hue rohit sharma,0.16,0.5399999999999999,positive,0.0,0.781,0.219,0.4215
88,@naa_two,658260258968567808,"RT @dhaikilokatweet: Kapil- चलो फास्ट बाॅलिंग करके दिखाओ

Binny- *Bowls at a speed of 80 kms/hr*

Kapil- पेस कहां है ??

Binny- वो तो टेनिस…",2015-10-25 12:34:10+00:00,kapil binny bowls at a speed of 80 kms hr kapil binny,0.0,0.0,neutral,0.0,1.0,0.0,0.0
89,@naa_two,658260059139366913,"And that was vs Canada back in 2011. (Gulp)^2

RT @Trendulkar: Stat: Only once has a team scored 300+ total at Wankhede. Gulp.",2015-10-25 12:33:22+00:00,and that was vs canada back in 2011 gulp 2 stat only once has a team scored 300 total at wankhede gulp,0.0,0.5833333333333334,neutral,0.0,1.0,0.0,0.0
